_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,relevance,relevance:confidence,doc_title,passage,pid,qid,relevance_gold,statement,url
2011674807,False,finalized,3,11/16/2018 19:36:02,0,0.6609999999999999,Yakov Dzhugashvili,"Stalin's rage caused Gunina's flight from the dacha, and Dzhugashvili to attempt suicide in his room via firearm. He missed his heart and hit his lung instead; while his stepmother Alliluyeva tended to his wound and called the doctor, his father is quoted as saying, ""He can't even shoot straight"". Dzhugashvili married Yulia Meltzer, a well-known Jewish dancer from Odessa.",Yakov Dzhugashvili#15,44,,Joseph Stalin has Child Svetlana Alliluyeva Joseph Stalin has Child Yakov Dzhugashvili ,https://en.wikipedia.org/wiki/Yakov Dzhugashvili
2011674808,False,finalized,3,11/16/2018 21:08:38,5,1.0,Pérez Prado,"the 2000 Clint Eastwood movie Space Cowboys. His mambo records and the joyous dancing they caused, are described in a later chapter of Jack Kerouac's seminal novel, On the Road (1957). His songs ""Caballo Negro"", ""Lupita"", and ""Mambo no.8"" featured in the film Santa Sangre (1989) by Alejandro Jodorowsky.",Pérez Prado#55,32,,Clint Eastwood acted In Space Cowboys ,https://en.wikipedia.org/wiki/Pérez Prado
2011674809,False,finalized,3,11/16/2018 21:51:16,5,0.6667,Carlos Alberto Cruz Boix,"1979 Konstfrämjandet, Stockholm, Sweden. 1975 Prensa Latina, Havana, Cuba. 2006 Art en Capital, Grand Palais, Paris, France.",Carlos Alberto Cruz Boix#37,37,,Cuba has Capital Havana ,https://en.wikipedia.org/wiki/Carlos Alberto Cruz Boix
2011674810,False,finalized,3,11/16/2018 21:19:54,0,1.0,Leon Trotsky,"Suffering also from tuberculosis, then a fatal disease, and depression, Volkova committed suicide. Their mother Aleksandra disappeared in 1935 during the Great Purges in the Soviet Union under Stalin, and was murdered by Stalinist forces three years later. Until this point in his life, Trotsky had used his birth name: Lev (Leon) Bronstein.",Leon Trotsky#55,56,,Leon Trotsky is Married To Aleksandra Sokolovskaya Leon Trotsky is Married To Natalia Sedova ,https://en.wikipedia.org/wiki/Leon Trotsky
2011674811,False,finalized,3,11/16/2018 22:21:21,0,0.6639,Clint Eastwood,"The film earned Eastwood a fee of $400,000 and 25 percent of its net box-office takings. Using money earned from the Dollars trilogy, accountant and Eastwood advisor Irving Leonard helped establish Eastwood's own production company, Malpaso Productions, named after Malpaso Creek on Eastwood's property in Monterey County, California. As recently as a month prior to the film's release, 38-year-old Eastwood was still a relative unknown; in July 1968, syndicated columnist Dorothy Manners noted ""The proverbial man in the street is still asking, ""Who's Clint Eastwood?""",Clint Eastwood#96,33,,Clint Eastwood acted In The Bridges of Madison County ,https://en.wikipedia.org/wiki/Clint Eastwood
2011674812,False,finalized,3,11/16/2018 21:42:55,0,0.6667,Marie Curie,"In Pierre, Marie had found a new love, a partner, and a scientific collaborator on whom she could depend. In 1895, Wilhelm Roentgen discovered the existence of X-rays, though the mechanism behind their production was not yet understood. In 1896, Henri Becquerel discovered that uranium salts emitted rays that resembled X-rays in their penetrating power.",Marie Curie#68,54,,Henri Becquerel has Won Prize Nobel Prize Marie Curie has Won Prize Nobel Prize Irene Joliot-Curie has Won Prize Nobel Prize ,https://en.wikipedia.org/wiki/Marie Curie
2011674813,False,finalized,3,11/16/2018 20:57:25,0,0.6683,Nicolas Sarkozy,"Sarkozy's ascent was marked by the division of UMP between sarkozystes, such as Sarkozy's ""first lieutenant"", Brice Hortefeux, and Chirac loyalists, such as Jean-Louis Debré. Sarkozy was made Chevalier de la Légion d'honneur (Knight of the Legion of Honour) by President Chirac in February 2005. He was re-elected on 13 March 2005 to the National Assembly.",Nicolas Sarkozy#85,41,,Jacques Chirac influences Nicolas Sarkozy ,https://en.wikipedia.org/wiki/Nicolas Sarkozy
2011674814,False,finalized,3,11/16/2018 21:40:13,5,0.6726,1945,"Eva Braun, wife of Adolf Hitler (suicide) (b. 1912). May 1 Joseph Goebbels, German Nazi propaganda minister (b. 1897). Magda Goebbels, wife of Joseph Goebbels (b. 1901).",1945#933,3,,Adolf Hitler is Married To Eva Braun ,https://en.wikipedia.org/wiki/1945
2011674815,False,finalized,3,11/16/2018 22:17:06,3,0.6667,Marie Curie,"Two museums are devoted to Marie Curie. In 1967, the Maria Skłodowska-Curie Museum was established in Warsaw's ""New Town"", at her birthplace on ulica Freta (Freta Street). Her Paris laboratory is preserved as the Musée Curie, open since 1992.",Marie Curie#250,48,,Marie Curie was Born In Warsaw Marie Curie was Born On Date 1867-11-07 ,https://en.wikipedia.org/wiki/Marie Curie
2011674817,False,finalized,3,11/16/2018 22:04:18,5,0.6667,Curie (disambiguation),"Pierre Curie (1859–1906), French physicist and Nobel Prize winner, Marie's husband. Marie Curie (1867–1934), Polish-French chemist and physicist, two-time Nobel Prize winner. Irène Joliot-Curie (1897–1956), French physicist and Nobel Prize winner, Marie and Pierre's daughter.",Curie (disambiguation)#3,47,,Marie Curie was Born On Date 1867 Marie Curie died In Paris Marie Curie died On Date 1934 ,https://en.wikipedia.org/wiki/Curie (disambiguation)
2011674818,False,finalized,3,11/16/2018 21:16:27,5,0.6686,Mein Kampf,"In his 1943 book The Menace of the Herd, Austrian scholar Erik von Kuehnelt-Leddihn described Hitler's ideas in Mein Kampf and elsewhere as ""a veritable reductio ad absurdum of 'progressive' thought"" and betraying ""a curious lack of original thought"" that shows Hitler offered no innovative or original ideas but was merely ""a virtuoso of commonplaces which he may or may not repeat in the guise of a 'new discovery.'"" Hitler's stated aim, Kuehnelt-Leddihn writes, is to quash individualism in furtherance of political goals:In his The Second World War, published in several volumes in the late 1940s and early 1950s, Winston Churchill wrote that he felt that after Hitler's ascension to power, no other book than Mein Kampf deserved more intensive scrutiny. The critic George Steiner has suggested that Mein Kampf can be seen as one of several books that resulted from the crisis of German culture following Germany's defeat in World War I, comparable in this respect to the philosopher Ernst Bloch's The Spirit of Utopia (1918), the historian Oswald Spengler's The Decline of the West (1918), the theologian Franz Rosenzweig's The Star of Redemption (1921), and the theologian Karl Barth's The Epistle to the Romans (1922).",Mein Kampf#87,5,,Adolf Hitler created Mein Kampf ,https://en.wikipedia.org/wiki/Mein Kampf
2011674819,False,finalized,3,11/16/2018 21:43:05,3,0.3373,"Art, Truth and Politics","–––. ""Nobel Week 2005–The Experience of a Lifetime: Homage to Harold Pinter."" The Pinter Review: Nobel Prize/Europe Theatre Prize Volume: 2005 – 2008.","Art, Truth and Politics#261",53,,Harold Pinter has Won Prize Nobel Prize Elfriede Jelinek has Won Prize Nobel Prize ,"https://en.wikipedia.org/wiki/Art, Truth and Politics"
2011674820,False,finalized,3,11/16/2018 21:38:44,3,0.6757,Special relativity,"Introduction to relativity theory, from the Max Planck Institute for Gravitational Physics. Audio: Cain/Gay (2006) – . Einstein's Theory of Special Relativity.",Special relativity#329,10,,Albert Einstein is Known For Special relativity Albert Einstein is Known For General relativity ,https://en.wikipedia.org/wiki/Special relativity
2011674821,False,finalized,3,11/16/2018 21:26:49,5,1.0,Arnold Schwarzenegger,"Arnold Alois Schwarzenegger (; ; born July 30, 1947) is an Austrian-American actor, director, producer, filmmaker, businessman, investor, author, philanthropist, activist, politician, and former professional bodybuilder and powerlifter. He served two terms as the 38th Governor of California from 2003 to 2011. Schwarzenegger began lifting weights at the age of 15.",Arnold Schwarzenegger#0,21,,Arnold Schwarzenegger is Politician Of California ,https://en.wikipedia.org/wiki/Arnold Schwarzenegger
2011674822,False,finalized,3,11/16/2018 19:13:55,0,1.0,Lukáš Dvořák (photographer),"2005: New Zealand - Café-Bar-Galerie Hidden, Prague, Czech Republic .2005: Lukáš Dvořák - Palackého náměstí, Prague, Czech Republic .2005: New Zealand - Kulturní centrum Novodvorská, Prague, Czech Republic .",Lukáš Dvořák (photographer)#5,38,,Czech Republic has Capital Prague ,https://en.wikipedia.org/wiki/Lukáš Dvořák (photographer)
2011674823,False,finalized,3,11/16/2018 21:49:01,0,1.0,Speechwriter,Peggy Noonan wrote for Presidents Ronald Reagan and George H. W. Bush.Christopher Buckley wrote for President George H. W. Bush.Michael Johns wrote for President George H. W. Bush.,Speechwriter#43,40,,George H. W. Bush graduated From Yale University ,https://en.wikipedia.org/wiki/Speechwriter
2011674824,False,finalized,3,11/16/2018 19:07:29,0,1.0,Alfred Kleiner,"In letters to Mileva Maric, Einstein noted the frequent discussions that he had with Kleiner on a wide range of topics. On 19 December 1901, Einstein writes to Marić that he had:""spent the whole afternoon with Kleiner in Zurich and explained my ideas on the electrodynamics of moving bodies to him. ...He advised me to publish my ideas about the electromagnetic theory of light for moving bodies together with the experimental method.",Alfred Kleiner#17,12,,Albert Einstein is Married To Mileva Maric ,https://en.wikipedia.org/wiki/Alfred Kleiner
2011674825,False,finalized,3,11/16/2018 21:15:43,0,0.6667,Netherlands–United States relations,"The United States participated greatly in the liberation of the Netherlands from Nazi Germany during World War II. Both nations joined NATO as charter members in 1949. The Dutch were allies with the United States in the Korean War and the first Gulf War and have been active in global peacekeeping efforts in the former Yugoslavia, Afghanistan and Iraq.",Netherlands–United States relations#24,49,,Kuwait participated In Gulf War United States participated In Gulf War Iraq participated In Gulf War ,https://en.wikipedia.org/wiki/Netherlands–United States relations
2011674826,False,finalized,3,11/16/2018 19:16:10,0,1.0,Outline of Albert Einstein,"Relativity: The Special and the General Theory (1916). The World as I See It (1934). ""Why Socialism?""",Outline of Albert Einstein#55,10,,Albert Einstein is Known For Special relativity Albert Einstein is Known For General relativity ,https://en.wikipedia.org/wiki/Outline of Albert Einstein
2011674827,False,finalized,3,11/16/2018 20:34:43,0,1.0,Marie Curie,"Curie received 25.1 per cent of all votes cast, nearly twice as many as second-place Rosalind Franklin (14.2 per cent). Poland and France declared 2011 the Year of Marie Curie, and the United Nations declared that this would be the International Year of Chemistry. An artistic installation celebrating ""Madame Curie"" filled the Jacobs Gallery at San Diego's Museum of Contemporary Art.",Marie Curie#219,47,,Marie Curie was Born On Date 1867 Marie Curie died In Paris Marie Curie died On Date 1934 ,https://en.wikipedia.org/wiki/Marie Curie
2011674828,False,finalized,3,11/16/2018 21:39:03,5,0.6757,Outline of Albert Einstein,"Einstein published more than 300 scientific papers along with over 150 non-scientific works. Einstein's intellectual achievements and originality have made the word ""Einstein"" synonymous with ""genius"". Special relativity.",Outline of Albert Einstein#5,10,,Albert Einstein is Known For Special relativity Albert Einstein is Known For General relativity ,https://en.wikipedia.org/wiki/Outline of Albert Einstein
2011674829,False,finalized,3,11/16/2018 22:11:09,5,0.6747,Hitler oath,"The Wehrmacht Oath of Loyalty to Adolf Hitler, 2 August 1934""I swear to God this sacred oaththat to the Leader of the German Empire and people,Adolf Hitler, supreme commander of the armed forces,I shall render unconditional obedience and that as a brave soldier I shall at all times be preparedto give my life for this oath.""Diensteid der öffentlichen Beamten""Ich schwöre: Ich werde dem Führer des Deutschen Reiches und VolkesAdolf Hitler treu und gehorsam sein, die Gesetze beachten,und meine Amtspflichten gewissenhaft erfüllen, so wahr mir Gott helfe.""Service oath for public servants""I swear: I will be faithful and obedient to the leader of the German Empire and people,Adolf Hitler, to observe the law,and to conscientiously fulfill my official duties, so help me God.""",Hitler oath#19,4,,Adolf Hitler is Leader Of Germany ,https://en.wikipedia.org/wiki/Hitler oath
2011674830,False,finalized,3,11/16/2018 19:22:44,5,1.0,Football in Munich,thumb|350px|Inside Allianz Arena.Munich was one of the cities named for the 2006 FIFA World Cup.Allianz Arena was built to host the matches played in Munich instead of Olympic Stadium.,Football in Munich#7,13,,Allianz Arena is Located In Munich ,https://en.wikipedia.org/wiki/Football in Munich
2011674831,False,finalized,3,11/16/2018 21:26:23,0,0.6583,World March for Peace and Nonviolence,"Mary Robinson, former President of Ireland. Desmond Tutu, Nobel Peace Prize Winner. Dalai Lama, Nobel Peace Prize Winner and Spiritual Leader of Tibet.",World March for Peace and Nonviolence#18,51,,Henry Kissinger has Won Prize Nobel Peace Prize Le Duc Tho has Won Prize Nobel Peace Prize Dalai Lama has Won Prize Nobel Peace Prize Kofi Annan has Won Prize Nobel Peace Prize ,https://en.wikipedia.org/wiki/World March for Peace and Nonviolence
2011674832,False,finalized,3,11/16/2018 22:53:55,0,0.6633,President William Jefferson Clinton Birthplace Home National Historic Site,"The President William Jefferson Clinton Birthplace Home National Historic Site is located in Hope, Arkansas. Built in 1917 by Dr. H. S. Garrett, in this house the 42nd President of the United States Bill Clinton spent the first four years of his life, having been born on August 19, 1946. The house was owned by his grandparents, Edith Grisham and James Eldridge Cassidy, and they cared for him when his mother, Virginia, was away working as an anesthetist in New Orleans.",President William Jefferson Clinton Birthplace Home National Historic Site#0,35,,Bill Clinton was Born In Hope Arkansas ,https://en.wikipedia.org/wiki/President William Jefferson Clinton Birthplace Home National Historic Site
2011674833,False,finalized,3,11/16/2018 19:43:40,0,1.0,George Orwell,"There was very little military action and Orwell was shocked by the lack of munitions, food and firewood as well as other extreme deprivations. With his Cadet Corps and police training, Orwell was quickly made a corporal. On the arrival of a British ILP Contingent about three weeks later, Orwell and the other English militiaman, Williams, were sent with them to Monte Oscuro.",George Orwell#217,39,,George Orwell created Animal Farm ,https://en.wikipedia.org/wiki/George Orwell
2011674834,False,finalized,3,11/16/2018 19:09:58,5,1.0,Zora Wolfová,"(+ Jan Zábrana, Vladimír Henzl). Doyle, Arthur Conan: Dobrodružství Sherlocka Holmese. [The Adventures of Sherlock Holmes.",Zora Wolfová#37,22,,Arthur Conan Doyle created Sherlock Holmes ,https://en.wikipedia.org/wiki/Zora Wolfová
2011674835,False,finalized,3,11/16/2018 20:31:11,3,0.6755,Frankenstein (disambiguation),"Young Frankenstein, a 1974 film spoof directed by Mel Brooks. Frankenstein (1992 film), a made-for-television film. Mary Shelley's Frankenstein (film), a 1994 film directed by Kenneth Branagh.",Frankenstein (disambiguation)#12,55,,Mel Brooks directed Blazing Saddles Mel Brooks directed Young Frankenstein ,https://en.wikipedia.org/wiki/Frankenstein (disambiguation)
2011674836,False,finalized,3,11/16/2018 21:23:45,5,0.6667,Natalia Sedova,"Her father was a wealthy merchant. Natalia met Leon Trotsky in late 1902, after his escape from Siberia. His first wife Aleksandra Sokolovskaya had remained behind, with their two daughters, and they were divorced soon thereafter.",Natalia Sedova#2,56,,Leon Trotsky is Married To Aleksandra Sokolovskaya Leon Trotsky is Married To Natalia Sedova ,https://en.wikipedia.org/wiki/Natalia Sedova
2011674837,False,finalized,3,11/19/2018 18:03:04,3,0.6645,Einstein family,"They got married in Cannstatt on 8 August 1876. After the marriage, the young couple lived in Ulm, where Hermann became joint partner in a bed feathers company. Their son, Albert was born on 14 March 1879.",Einstein family#21,7,,Albert Einstein was Born In Ulm Albert Einstein was Born On Date 1879 ,https://en.wikipedia.org/wiki/Einstein family
2011674838,False,finalized,3,11/16/2018 20:47:15,0,1.0,Eugene Guth,"He was awarded a Ph.D. in Theoretical Physics by the University of Vienna in 1928. He was a postdoctoral research associate with Wolfgang Pauli at the Austrian-German Science Foundation, Federal Institute of Technology (ETH) Zurich and University of Leipzig, with Werner Heisenberg from 1930 to 1931. He was Professor at the University of Vienna (1932–1937) and the University of Notre Dame 1937-1955.",Eugene Guth#1,9,,Albert Einstein graduated From ETH Zurich ,https://en.wikipedia.org/wiki/Eugene Guth
2011674839,False,finalized,3,11/16/2018 22:00:57,0,1.0,Adolf Hitler in popular culture,"Max (2002), played by Noah Taylor. Meet the People (1944), played by Frederick Giermann . Mein Kampf (2009), played by Tom Schilling .",Adolf Hitler in popular culture#174,5,,Adolf Hitler created Mein Kampf ,https://en.wikipedia.org/wiki/Adolf Hitler in popular culture
2011674840,False,finalized,3,11/16/2018 20:43:59,5,0.6623,Guardianship of the Islamic Jurist,"Ayatollah Hassan Tabatabaei Qomi, put under house arrest for voicing his opposition to the Iran–Iraq War and denouncing the Supreme Leader Ali Khamenei, killed.Ayatollah Taqi Tabatabaei Qomi, driven into exile for denouncing Ali Khamenei.Ayatollah Kazem Shariatmadari, for his alleged role in a coup to topple the government in 1982 and denouncing the Supreme Leader Ruhollah Khomeini, put under house arrest, tortured and killed.",Guardianship of the Islamic Jurist#80,14,,Ali Khamenei is Leader Of Iran ,https://en.wikipedia.org/wiki/Guardianship of the Islamic Jurist
2011674841,False,finalized,3,11/16/2018 21:20:45,0,1.0,Aleksandr Solzhenitsyn,"Solzhenitsyn is unquestionably in the grip of the Russian extreme right's view of the Revolution, which is that it was the doing of the Jews"". In his 1998 book Russia in Collapse, Solzhenitsyn excoriated the Russian extreme right's obsession with anti-Semitic and anti-Masonic conspiracy theories. Jewish Holocaust survivor Elie Wiesel wrote that Solzhenitsyn was ""too intelligent, too honest, too courageous, too great a writer"" to be an anti-Semite.",Aleksandr Solzhenitsyn#167,16,,Aleksandr Solzhenitsyn has Won Prize Nobel Prize ,https://en.wikipedia.org/wiki/Aleksandr Solzhenitsyn
2011674842,False,finalized,3,11/16/2018 20:09:58,3,0.3354,Einstein family,"They got married in Cannstatt on 8 August 1876. After the marriage, the young couple lived in Ulm, where Hermann became joint partner in a bed feathers company. Their son, Albert was born on 14 March 1879.",Einstein family#21,6,,Albert Einstein was Born On Date 1879-03-14 ,https://en.wikipedia.org/wiki/Einstein family
2011674843,False,finalized,3,11/16/2018 21:21:47,5,1.0,Allianz,"jpg|thumb|left|Allianz has been a key sponsor of Formula One since 2000.]]Allianz provided naming rights for the Allianz Arena, a football stadium in the north of Munich, Germany.The two professional Munich football clubs Bayern Munich have played their home games at Allianz Arena since the start of the 2005–06 season.",Allianz#110,13,,Allianz Arena is Located In Munich ,https://en.wikipedia.org/wiki/Allianz
2011674844,False,finalized,3,11/16/2018 21:44:01,3,0.6667,Relativity priority dispute,"He wrote:It is now known that Einstein was well aware of the scientific research of his time. The well known historian of science, Jürgen Renn, Director of the Max Planck Institute for the History of Science wrote on Einstein's contributions to the Annalen der Physik:Einstein wrote in 1907 that one needed only to realize that an auxiliary quantity that was introduced by Lorentz and that he called ""local time"" can simply be defined as ""time."" In 1909 and 1912Einstein explained:But Einstein and his supporters took the position that this ""light postulate"" together with the principle of relativity renders the ether superfluous and leads directly to Einstein's version of relativity.",Relativity priority dispute#127,11,,Albert Einstein is Known For Special relativity ,https://en.wikipedia.org/wiki/Relativity priority dispute
2011674845,False,finalized,3,11/16/2018 18:18:00,5,0.6645,"Brentwood, Los Angeles","Arnold Schoenberg – Composer. Arnold Schwarzenegger – Bodybuilder, actor, former Governor of California. Maria Shriver – Journalist, author and former First Lady of California.","Brentwood, Los Angeles#121",21,,Arnold Schwarzenegger is Politician Of California ,"https://en.wikipedia.org/wiki/Brentwood, Los Angeles"
2011674846,False,finalized,3,11/16/2018 21:42:19,5,0.6667,Prometheus Award,"2011  George Orwell, Animal Farm. 2012  E. M. Forster, ""The Machine Stops"". 2013  Neal Stephenson, Cryptonomicon.",Prometheus Award#52,39,,George Orwell created Animal Farm ,https://en.wikipedia.org/wiki/Prometheus Award
2011674847,False,finalized,3,11/19/2018 17:50:52,0,0.675,Dalai Lama,"The Fifth Dalai Lama's death in 1682 was kept secret for fifteen years by his regent Desi Sangye Gyatso. He pretended the Dalai Lama was in retreat and ruled on his behalf, secretly selecting the 6th Dalai Lama and presenting him as someone else. Tibetan historian Nyima Gyaincain points out that Desi Sangye Gyatso wanted to consolidate his personal status and power by not reporting death of the fifth Dalai Lama to the Emperor of China, and also collude with the rebellion group of the Qing dynasty, Mongol Dzungar tribe in order to counter influence from another Mongol Khoshut tribe in Tibet.",Dalai Lama#238,51,,Henry Kissinger has Won Prize Nobel Peace Prize Le Duc Tho has Won Prize Nobel Peace Prize Dalai Lama has Won Prize Nobel Peace Prize Kofi Annan has Won Prize Nobel Peace Prize ,https://en.wikipedia.org/wiki/Dalai Lama
2011674848,False,finalized,3,11/16/2018 18:19:04,0,1.0,Geoff Morrell (spokesperson),"Morrell graduated from the Lawrenceville School in 1987, earned a bachelor's degree in 1991 from Georgetown University and a master's degree in journalism in 1992 from Columbia University. Morrell began his reporting career in 1992 at KATV-TV in Little Rock, Arkansas, covering the presidential campaign of Bill Clinton. In 1994, he took a job as a reporter at WSET-TV in Lynchburg/Roanoke, and in 1995, Morrell joined KSAZ-TV in Phoenix as a TV news reporter.",Geoff Morrell (spokesperson)#2,29,,Bill Clinton graduated From Georgetown University ,https://en.wikipedia.org/wiki/Geoff Morrell (spokesperson)
2011674849,False,finalized,3,11/16/2018 21:45:13,3,0.3333,Marcel Grossmann,"Marcel Grossmann (, April 9, 1878 – September 7, 1936) was a mathematician and a friend and classmate of Albert Einstein. Grossmann was a member of an old Swiss family from Zurich. His father managed a textile factory.",Marcel Grossmann#0,9,,Albert Einstein graduated From ETH Zurich ,https://en.wikipedia.org/wiki/Marcel Grossmann
2011674850,False,finalized,3,11/16/2018 21:21:31,5,0.6667,Military history of Oceania,"thumb|250px|HMAS Anzac and HMAS Darwin with United States and British warships in late 2002 Oceanic military forces have played minor roles in numerous conflicts outside Oceania since 1945. The region's two biggest military powers, Australia and New Zealand, sent troops to fight in the Korean, Vietnam, Gulf and Afghanistan Wars, and Australia also participated in the Iraq War. Neither is a major military power in world terms, preferring to join with coalition operations, but both possess modern and well trained defense forces.",Military history of Oceania#111,25,,Australia participated In Vietnam War ,https://en.wikipedia.org/wiki/Military history of Oceania
2011674851,False,finalized,3,11/16/2018 20:19:38,0,1.0,Anthony Lewis,"He lectured at Harvard from 1974 to 1989 and was a visiting lecturer at several other colleges and universities, including the universities of Arizona, California, Illinois, and Oregon. In 1983, Lewis received the Elijah Parish Lovejoy Award as well as an honorary Doctor of Laws degree from Colby College. On January 8, 2001, he received the Presidential Citizens Medal from President Bill Clinton.",Anthony Lewis#39,29,,Bill Clinton graduated From Georgetown University ,https://en.wikipedia.org/wiki/Anthony Lewis
2011674852,False,finalized,3,11/19/2018 18:44:45,5,0.6667,Early life and career of Barack Obama,"In 1971, Obama returned to Honolulu to attend Punahou School, from which he graduated in 1979. As a young adult, Obama moved to the contiguous United States, where he was educated at Occidental College, Columbia University, and Harvard Law School. While living in the South Side of Chicago, Obama worked at various times as a community organizer, lawyer, Lecturer and Senior Lecturer of constitutional law at the University of Chicago Law School, and later published his memoir Dreams from My Father before beginning his political career in 1997 as a member of the Illinois Senate.",Early life and career of Barack Obama#5,26,,Barack Obama graduated From Columbia University ,https://en.wikipedia.org/wiki/Early life and career of Barack Obama
2011674853,False,finalized,3,11/16/2018 20:22:24,0,1.0,21st century in literature,2008 – 2666: A Novel by Roberto Bolaño; Feuchtgebiete by Charlotte Roche;   Nobel Prize: J. M. G. Le Clézio. 2009 – The Humbling by Philip Roth; Wolf Hall by Hilary Mantel;   Nobel Prize: Herta Müller. 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 .,21st century in literature#9,53,,Harold Pinter has Won Prize Nobel Prize Elfriede Jelinek has Won Prize Nobel Prize ,https://en.wikipedia.org/wiki/21st century in literature
2011674854,False,finalized,3,11/16/2018 21:45:08,5,0.6627,Relativity priority dispute,"In 1909 and 1912Einstein explained:But Einstein and his supporters took the position that this ""light postulate"" together with the principle of relativity renders the ether superfluous and leads directly to Einstein's version of relativity. It is also known that Einstein had been reading and studying Poincaré's 1902-book Science and hypothesis well before 1905, which included:detailed philosophical assessments on the relativity of space, time, and simultaneity. discussion of the reliance on conventions regarding the use of light signals for the synchronization of clocks.",Relativity priority dispute#129,10,,Albert Einstein is Known For Special relativity Albert Einstein is Known For General relativity ,https://en.wikipedia.org/wiki/Relativity priority dispute
2011674855,False,finalized,3,11/16/2018 19:36:14,3,0.6667,Young Frankenstein,"Though Wilder believed that Brooks would not direct a film that he did not conceive, he again approached Brooks a few months later, when the two of them were shooting Blazing Saddles.In a 2010 interview with Los Angeles Times, Mel Brooks discussed how the film came about:I was in the middle of shooting the last few weeks of Blazing Saddles somewhere in the Antelope Valley, and Gene Wilder and I were having a cup of coffee and he said, I have this idea that there could be another Frankenstein.I said, ""Not another!",Young Frankenstein#62,55,,Mel Brooks directed Blazing Saddles Mel Brooks directed Young Frankenstein ,https://en.wikipedia.org/wiki/Young Frankenstein
2011674856,False,finalized,3,11/16/2018 19:43:21,0,1.0,Harold Pinter bibliography,"Provides links to the official Nobel Prize announcement, Bio-bibliography, Bibliography, press release, press conference, and audio and video streaming media files of the press conference and related interviews and features. These resources are accessible on the official websites of both the Nobel Prize (Nobel Foundation) and the Swedish Academy; they are periodically revised and re-located.) Taylor-Batty, Mark.",Harold Pinter bibliography#1478,53,,Harold Pinter has Won Prize Nobel Prize Elfriede Jelinek has Won Prize Nobel Prize ,https://en.wikipedia.org/wiki/Harold Pinter bibliography
2011674857,False,finalized,3,11/16/2018 21:26:49,5,1.0,"Hyde Park, Chicago",Elijah Muhammad – former leader of the Nation of Islam. Barack Obama – 44th President of the United States. Richard Posner – former federal judge and senior lecturer at the University of Chicago Law School.,"Hyde Park, Chicago#154",28,,Barack Obama is Leader Of United States ,"https://en.wikipedia.org/wiki/Hyde Park, Chicago"
2011674858,False,finalized,3,11/16/2018 21:37:38,5,1.0,Outline of Albert Einstein,"Einstein's intellectual achievements and originality have made the word ""Einstein"" synonymous with ""genius"". Special relativity. General relativity.",Outline of Albert Einstein#6,11,,Albert Einstein is Known For Special relativity ,https://en.wikipedia.org/wiki/Outline of Albert Einstein
2011674859,False,finalized,3,11/16/2018 21:16:36,5,0.6667,The Dearborn Independent,"Steven Watts wrote that Adolf Hitler ""revered"" Ford.He quotes Hitler as saying, ""I shall do my best to put his theories into practice in Germany"", and says that Hitler modeled the Volkswagen, the people's car, on the Model T. Several themes from the Dearborn Independent articles appear in Mein Kampf.Hitler even quoted the Dearborn Independent in Mein Kampf and Henry Ford was the only American that Hitler specifically named: ""Every year they [the Jews] manage to become increasingly the controlling masters of the labor power of a people of 120,000,000 souls; one great man, Ford, to their exasperation still holds out independently there even now.""",The Dearborn Independent#46,5,,Adolf Hitler created Mein Kampf ,https://en.wikipedia.org/wiki/The Dearborn Independent
2011674860,False,finalized,3,11/16/2018 21:47:43,0,0.6667,Harry Thomason,"Thomason and his wife, Linda Bloodworth-Thomason, are close friends of President Bill Clinton and U.S. Secretary of State Hillary Clinton, and played a major role in President Clinton's election campaigns.Harry Z. Thomason was born in Hampton, Arkansas, the son of a Southern Baptist deacon.He was a Little Rock, Arkansas, high school science teacher and football coach.",Harry Thomason#1,35,,Bill Clinton was Born In Hope Arkansas ,https://en.wikipedia.org/wiki/Harry Thomason
2011674861,False,finalized,3,11/16/2018 21:33:42,3,0.6667,Combined Joint Task Force – Operation Inherent Resolve,"Those who have conducted airstrikes in Syria include the United States, Australia, Bahrain, Canada, Belgium, France, the Netherlands, Jordan, Saudi Arabia, Turkey, the United Arab Emirates, and the United Kingdom. A dozen countries are also involved in the Capacity Building Mission Iraq effort in Iraq. Those who have announced their participation in the program that trains Iraqi security forces include Australia, Canada, Belgium, Denmark, France, Germany, Italy, the Netherlands, New Zealand, Norway, Slovenia, Spain, the United Kingdom, and the United States.",Combined Joint Task Force – Operation Inherent Resolve#10,50,,France participated In War in Afghanistan Germany participated In War in Afghanistan United States participated In War in Afghanistan Taliban participated In War in Afghanistan ,https://en.wikipedia.org/wiki/Combined Joint Task Force – Operation Inherent Resolve
2011674862,False,finalized,3,11/16/2018 19:42:54,5,1.0,Relativity priority dispute,"Yet Zahar gives also credit to Einstein, who introduced Mass–Energy equivalence, and also transcended special relativity by taking a path leading to the development of general relativity. John Stachel (1995) argued that there is a debate over the respective contributions of Lorentz, Poincaré and Einstein to relativity. These questions depend on the definition of relativity, and Stachel argued that kinematics and the new view of space and time is the core of special relativity, and dynamical theories must be formulated in accordance with this scheme.",Relativity priority dispute#249,8,,Albert Einstein is Known For General relativity ,https://en.wikipedia.org/wiki/Relativity priority dispute
